Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
CathWorks,https://cath.works/,Newport Beach,,,Catheter Guidance,,BPG,Unknown,2025-11-15,Catheter Guidance
CeleCor Therapeutics,https://www.celecor.com/,Del Mar,,,Heart attack treatment,,BPG,Private,2025-11-15,Heart attack treatment
Celestial Therapeutics,https://www.celestialtherapeutics.com/,San Diego,,,Therapeutics based on innate immunity,,BPG,Private,2025-11-15,Therapeutics based on innate immunity
Cell Applications,https://cellapplications.com/,San Diego,,,"Primary Cells, Reagents",,BPG,Unknown,2025-11-15,"Primary Cells, Reagents"
Cell Biolabs,https://www.cellbiolabs.com/,San Diego,,,Assays & Reagents,,BPG,Incubator,2025-11-15,Assays & Reagents
CellFE,https://www.cellfebiotech.com/,Alameda,,,Intracellular Delivery Platform for Gene-Editing,,BPG,Unknown,2025-11-15,Intracellular Delivery Platform for Gene-Editing
CellMP,https://www.cellmp.com/,Menlo Park,,,"Cell Therapy Services, Consulting",,BPG,Unknown,2025-11-15,"Cell Therapy Services, Consulting"
CellMax Life,https://cellmaxlife.com/,Sunnyvale,,,Blood Test for Colon Cancer,,BPG,Unknown,2025-11-15,Blood Test for Colon Cancer
CellSight Technologies,https://cellsighttech.com/,San Francisco,,,Cancer immunotherapy imaging,,BPG,Unknown,2025-11-15,Cancer immunotherapy imaging
CellXLife,https://cellxlife.com/,Los Angeles,,,Cell Therapy,,BPG,Unknown,2025-11-15,Cell Therapy
Cellanome,https://www.cellanome.com/,Foster City,,,Multiomics Platform,,BPG,Unknown,2025-11-15,Multiomics Platform
Cellarcus Biosciences,https://www.cellarcus.com/,La Jolla,,,Extracellular Vesicle Analysis Assays,,BPG,Unknown,2025-11-15,Extracellular Vesicle Analysis Assays
Cellares,https://www.cellares.com/,San Francisco,,,Cell Therapy Manufacturing Technology,,BPG,Unknown,2025-11-15,Cell Therapy Manufacturing Technology
CellarisBio,https://cellarisbio.com/,San Diego,,,Micro-Tag cell target engagement platform,,BPG,Unknown,2025-11-15,Micro-Tag cell target engagement platform
Cellastra,https://www.cellastra.com/,San Francisco,,,Anti-scarring gene therapy/peptides,,BPG,Unknown,2025-11-15,Anti-scarring gene therapy/peptides
Celldom,https://www.celldom.com/,San Diego,,,Single-Cell Biology Platform,,BPG,Unknown,2025-11-15,Single-Cell Biology Platform
Cellecta,https://cellecta.com/,Mountain View,,,"CRISPR and RNAi Genetic Screens, Libraries and Construct; Sequencing; RNA Expression Profiling; Barcode Libraries",,BPG,Unknown,2025-11-15,"CRISPR and RNAi Genetic Screens, Libraries and Construct; Sequencing; RNA Expression Profiling; Barcode Libraries"
Cellentia,https://www.cellentiabio.com/,Mountain View,,,Custom Bioassays,,BPG,Unknown,2025-11-15,Custom Bioassays
Cellgen Diagnostics,https://cellgendx.com/,San Diego,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Cellics Therapeutics,https://www.cellics.com/,San Diego,,,Nanosponge Technology,,BPG,Private,2025-11-15,Nanosponge Technology
Cello Therapeutics,https://cellotherapeutics.com/,San Diego,,,Nanoparticle Delivery Platform,,BPG,Private,2025-11-15,Nanoparticle Delivery Platform
Cellsonics,https://cellsonics.com/,San Jose,,,Single Cell Sample Prep,,BPG,Unknown,2025-11-15,Single Cell Sample Prep
Celltheon,https://celltheon.com/,Union City,,,Protein expression technology,,BPG,Unknown,2025-11-15,Protein expression technology
Celltrio,https://celltrio.com/,Fremont,,,Life Science Robotics,,BPG,Unknown,2025-11-15,Life Science Robotics
Cellular Vehicles,https://www.cellularvehicles.com/,San Mateo,,,Process automation platform for cell and gene therapies,,BPG,Unknown,2025-11-15,Process automation platform for cell and gene therapies
Cellworks,https://cellworks.life/,South SF,,,Biosimulations,,BPG,Unknown,2025-11-15,Biosimulations
Celprogen,https://celprogen.com/,Torrance,,,Stem cell research and therapeutics products for regenerative medicine,,BPG,Unknown,2025-11-15,Stem cell research and therapeutics products for regenerative medicine
CenExel Clinical Research,https://cenexelresearch.com/act/,Anaheim,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Cenna Biosciences,https://cennabiosciences.com/,La Jolla,,,Alzheimer's Drugs Targeting Amyloid Beta,,BPG,Unknown,2025-11-15,Alzheimer's Drugs Targeting Amyloid Beta
Centivax,https://www.centivax.com/,South SF,,,"Antiinfectives, Antivenoms",,BPG,Unknown,2025-11-15,"Antiinfectives, Antivenoms"
Centricity Vision,https://zeptozone.com/,Carlsbad,,,Cataract Surgery Device,,BPG,Unknown,2025-11-15,Cataract Surgery Device
Centrillion Technologies,https://www.centrilliontech.com/,Palo Alto,,,Genomic Services,,BPG,Unknown,2025-11-15,Genomic Services
Cepheid,https://www.cepheid.com/en-US.html,Sunnyvale,,,Molecular Diagnostics,,BPG,Unknown,2025-11-15,Molecular Diagnostics
Cerebra AI,https://cerebraai.ai/,Palo Alto,,,AI-driven neuroradiology software for rapid acute ischemic stroke detection,,BPG,Unknown,2025-11-15,AI-driven neuroradiology software for rapid acute ischemic stroke detection
Ceribell,https://ceribell.com/,Sunnyvale,,,Fast EEG,,BPG,Unknown,2025-11-15,Fast EEG
Certis Oncology Solutions,https://www.certisoncology.com/#drug-development,San Diego,,,"Cancer therapy recommendation platform, preclinical CRO",,BPG,Unknown,2025-11-15,"Cancer therapy recommendation platform, preclinical CRO"
Cerus,https://www.cerus.com/,Concord,,,"Medical Devices, Biotechnology",,BPG,Unknown,2025-11-15,"Medical Devices, Biotechnology"
Cessation Therapeutics,https://cessationtherapeutics.com/,San Diego,,,Antibody Therapies for Overdose Reversal,,BPG,Private,2025-11-15,Antibody Therapies for Overdose Reversal
Chai Discovery,https://www.chaidiscovery.com/,San Francisco,,,AI Antibody Discovery,,BPG,Unknown,2025-11-15,AI Antibody Discovery
Channel Medsystems,https://cerene.com/,Berkeley,,,Endometrial ablation for women with heavy menstrual bleeding,,BPG,Unknown,2025-11-15,Endometrial ablation for women with heavy menstrual bleeding
Chanshow Biotechnology,https://www.chanshow-biotech.com/?_l=en,San Diego,,,Lab Consumables,,BPG,Unknown,2025-11-15,Lab Consumables
Chantibody,https://chantibody.com/home,Menlo Park,,,Antibody discovery platform,,BPG,Unknown,2025-11-15,Antibody discovery platform
Character Biosciences,https://www.characterbio.com/,Brisbane,,,Clinical genomic and deep phenotyping platform,,BPG,Unknown,2025-11-15,Clinical genomic and deep phenotyping platform
ChemDiv,https://www.chemdiv.com/,San Diego,,,"Contract Development, Clinical Trial Monitoring",,BPG,Unknown,2025-11-15,"Contract Development, Clinical Trial Monitoring"
Chembridge Corporation,https://chembridge.com/,San Diego,,,Screening Libraries,,BPG,Unknown,2025-11-15,Screening Libraries
Chemveda Life Sciences,https://chemvedals.com/,San Diego,,,Drug Discovery & development Services,,BPG,Unknown,2025-11-15,Drug Discovery & development Services
Chimera Bioengineering,https://www.chimera.bio/,South SF,,,CAR-T therapies,,BPG,Unknown,2025-11-15,CAR-T therapies
ChromaCode,https://www.chromacode.com/,Carlsbad,,,Real-Time PCR Multiplexing,,BPG,Unknown,2025-11-15,Real-Time PCR Multiplexing
Chrysalis Biomedical Advisors,https://chrysalisbiomed.com/,Redwood City,,,Boutique strategy consulting firm,,BPG,Unknown,2025-11-15,Boutique strategy consulting firm
Cidara Therapeutics,https://www.cidara.com/,San Diego,,,"Small molecules, peptide",,BPG,Private,2025-11-15,"Small molecules, peptide"
CinderBio,https://www.cinderbio.com/,San Leandro,,,Proteases for proteomics analyses,,BPG,Unknown,2025-11-15,Proteases for proteomics analyses
Cipherome,https://www.cipherome.com/,San Jose,,,Genetic Screening for Ideal Treatments,,BPG,Unknown,2025-11-15,Genetic Screening for Ideal Treatments
Circle Pharma,https://circlepharma.com/,South SF,,,Macrocyclic Therapeutics,,BPG,Private,2025-11-15,Macrocyclic Therapeutics
Cirsium Biosciences,https://cirsiumbio.com/,San Diego,,,Plant-grown Gene Therapy,,BPG,Unknown,2025-11-15,Plant-grown Gene Therapy
Cirtec Medical,https://www.cirtecmed.com/,Los Gatos,,,Contract Medical Devices,,BPG,Unknown,2025-11-15,Contract Medical Devices
Cisterna Biologics,https://www.cisternabx.com/,Carlsbad,,,RNA Production,,BPG,Unknown,2025-11-15,RNA Production
Clara Health,https://www.clarahealth.com/,San Diego,,,Clinical Trial Patient Recruitment & Retention Platform,,BPG,Unknown,2025-11-15,Clinical Trial Patient Recruitment & Retention Platform
Clarity Genomics,https://www.clarity-genomics.com/,San Diego,,,Genomic Analysis,,BPG,Unknown,2025-11-15,Genomic Analysis
Clear Labs,https://www.clearlabs.com/,San Carlos,,,Automated Next-Generation Sequencing Platforms for Pathogen Detection and Genomic Surveillance,,BPG,Research,2025-11-15,Automated Next-Generation Sequencing Platforms for Pathogen Detection and Genomic Surveillance
ClearFlow,https://clearflow.com/,Irvine,,,Blood drainage device,,BPG,Unknown,2025-11-15,Blood drainage device
ClearNote Health,https://www.clearnotehealth.com/,San Mateo,,,Liquid Biopsy,,BPG,Unknown,2025-11-15,Liquid Biopsy
ClearPath Surgical,https://www.clearpathsurgical.com/,Orange,,,Surgical Devices,,BPG,Unknown,2025-11-15,Surgical Devices
ClearPoint Neuro,https://www.clearpointneuro.com/,Carlsbad,,,"Minimally invasive surgical procedures in the brain and heart under direct, intra-procedural MRI guidance",,BPG,Unknown,2025-11-15,"Minimally invasive surgical procedures in the brain and heart under direct, intra-procedural MRI guidance"
Cleo Life Sciences,https://www.cleolifesciences.com/,South SF,,,"CMC Consulting, Contract Research",,BPG,Service,2025-11-15,"CMC Consulting, Contract Research"
Climax Laboratories,https://www.climaxlabs.com/,San Jose,,,Bio-analytical services,,BPG,Research,2025-11-15,Bio-analytical services
ClinDatrix,https://clindatrix.com/,Irvine,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Cliniqa,https://www.cliniqa.com/,San Marcos,,,"Lab Research Products, Biomaterials",,BPG,Unknown,2025-11-15,"Lab Research Products, Biomaterials"
Clinuvel Pharmaceuticals,https://www.clinuvel.com/,Burlingame,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
CloudCath,https://www.cloudcath.com/,San Francisco,,,Remote Catheter Monitoring Platform,,BPG,Unknown,2025-11-15,Remote Catheter Monitoring Platform
Cloudbreak Pharmaceutical,https://cloudbreakpharma.com/,Irvine,,,Pterygium Treatment,,BPG,Private,2025-11-15,Pterygium Treatment
CoA Therapeutics,https://coatherapeutics.com/,San Francisco,,,Drugs targeting Coenzyme-A,,BPG,Private,2025-11-15,Drugs targeting Coenzyme-A
CoaguSense,https://coag-sense.com/,Fremont,,,Coagulation monitor,,BPG,Unknown,2025-11-15,Coagulation monitor
Coagulant Therapeutics,https://www.coagulanttherapeutics.com/,Berkeley,,,RFVIIa analogue,,BPG,Private,2025-11-15,RFVIIa analogue
Coastar Therapeutics,https://coastartherapeutics.com/,San Diego,,,Cell Membrane Coating Technology,,BPG,Private,2025-11-15,Cell Membrane Coating Technology
Codexis,https://www.codexis.com/,Redwood City,,,Enzymatic Manufacturing of siRNA Therapeutics,,BPG,Unknown,2025-11-15,Enzymatic Manufacturing of siRNA Therapeutics
Cognixion,https://www.cognixion.com/,Santa Barbara,,,Brain-Computer Interface,,BPG,Unknown,2025-11-15,Brain-Computer Interface
Cognos Therapeutics,https://cognosthx.com/,Los Angeles,,,Implantable device for the metronomic delivery of therapeutics for neuropathic disease mitigation,,BPG,Private,2025-11-15,Implantable device for the metronomic delivery of therapeutics for neuropathic disease mitigation
Cognuse Neuroscience,http://www.cognuse.com/,San Diego,,,Software Systems,,BPG,Unknown,2025-11-15,Software Systems
Coherence Neuro,https://coherenceneuro.com/,San Francisco,,,Cancer Therapy Wearable,,BPG,Unknown,2025-11-15,Cancer Therapy Wearable
Coherus Oncology,https://www.coherus.com/,Redwood City,,,"Biologics, Biosimilars",,BPG,Unknown,2025-11-15,"Biologics, Biosimilars"
Collaborative Clinical Research Consulting,https://ccrc-inc.com/,Carlsbad,,,Clinical Consulting,,BPG,Unknown,2025-11-15,Clinical Consulting
Collaborative Drug Discovery,https://www.collaborativedrug.com/,Burlingame,,,Biological & Chemical Database,,BPG,Unknown,2025-11-15,Biological & Chemical Database
Color,https://www.color.com/,Burlingame,,,"Genetic testing, direct to consumer",,BPG,Unknown,2025-11-15,"Genetic testing, direct to consumer"
Compact Cath,https://www.compactcath.com/,Redwood City,,,Catheter,,BPG,Unknown,2025-11-15,Catheter
Comparative Biosciences,https://www.compbio.com/,Sunnyvale,,,"GLP and non-GLP preclinical toxicology, efficacy, pharmacology, histopathology, and safety studies on all laboratory species.",,BPG,Unknown,2025-11-15,"GLP and non-GLP preclinical toxicology, efficacy, pharmacology, histopathology, and safety studies on all laboratory species."
Complete Genomics,https://www.completegenomics.com/,San Jose,,,Genomic Studies,,BPG,Unknown,2025-11-15,Genomic Studies
Compugen,https://cgen.com/,San Francisco,,,Biologics,,BPG,Unknown,2025-11-15,Biologics
ConKay Medical Systems,https://www.conkaymedical.com/,Pleasanton,,,Advancing solutions to treat valvular regurgitation in patients with progressive heart failure,,BPG,Unknown,2025-11-15,Advancing solutions to treat valvular regurgitation in patients with progressive heart failure
Concentric Analgesics,https://www.concentricanalgesics.com/,San Francisco,,,Drug discovery & development,,BPG,Unknown,2025-11-15,Drug discovery & development
Conception,https://conception.bio/,Berkeley,,,Conversion of cells into eggs,,BPG,Unknown,2025-11-15,Conversion of cells into eggs
Concuir Consulting,https://concuir.com/,Laguna Hills,,,"Management Consulting - Program and project management, project strategy and delivery, change management, quality, remediation consulting.",,BPG,Unknown,2025-11-15,"Management Consulting - Program and project management, project strategy and delivery, change management, quality, remediation consulting."
Confidence Pharmaceutical Research,https://confidenceresearch.com/,Burlingame,,,Clinical Research,,BPG,Private,2025-11-15,Clinical Research
Confluent Medical Technologies,https://confluentmedical.com/,Fremont,,,"Contract Medical Devices, Nitinol, Catheters, Textiles",,BPG,Unknown,2025-11-15,"Contract Medical Devices, Nitinol, Catheters, Textiles"
ConfometRx,https://www.confometrx.com/,Santa Clara,,,Structure-based drug development tools,,BPG,Unknown,2025-11-15,Structure-based drug development tools
Contineum Therapeutics,https://contineum-tx.com/,San Diego,,,Small Molecule for MS,,BPG,Private,2025-11-15,Small Molecule for MS
Convergent Genomics,https://convergentgenomics.com/,South SF,,,Clear and actionable insights on cancer,,BPG,Unknown,2025-11-15,Clear and actionable insights on cancer
Cooler Heads,https://coolerheads.com/,San Diego,,,Scalp Cooling,,BPG,Unknown,2025-11-15,Scalp Cooling
Copan Diagnostics,https://www.copanusa.com/,Murrieta,,,"Specimen Processing, Digital Microbiology",,BPG,Unknown,2025-11-15,"Specimen Processing, Digital Microbiology"
CorDx,https://cordx.com/,San Diego,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Corcept Therapeutics,https://corcept.com/,Redwood City,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Cordance Medical,https://cordancemedical.com/,Mountain View,,,Non-invasive Device Opening Blood-Brain Barrier,,BPG,Unknown,2025-11-15,Non-invasive Device Opening Blood-Brain Barrier
Corentec,https://corentec-usa.com/,Laguna Hills,,,Orthopedics,,BPG,Unknown,2025-11-15,Orthopedics
Correlia Biosystems,https://correliabio.com/,Berkeley,,,Streamlined proteomic / pharmaceutical assay platforms,,BPG,Unknown,2025-11-15,Streamlined proteomic / pharmaceutical assay platforms
Corsair Pharma,https://www.corsairpharma.com/,Sunnyvale,,,PAH treatment,,BPG,Private,2025-11-15,PAH treatment
Cortechs.ai,https://www.cortechs.ai/,San Diego,,,Imaging technology,,BPG,Unknown,2025-11-15,Imaging technology
Cortex,https://www.cortexep.com/,Santa Clara,,,Mapping and ablation solution suite for the treatment of atrial fibrillation,,BPG,Unknown,2025-11-15,Mapping and ablation solution suite for the treatment of atrial fibrillation
Corvus Pharmaceuticals,https://www.corvuspharma.com/,Burlingame,,,Immuno-oncology,,BPG,Private,2025-11-15,Immuno-oncology
Cosmo Bio,https://www.cosmobiousa.com/,Carlsbad,,,Lab Reagents,,BPG,Unknown,2025-11-15,Lab Reagents
Cothera Bioscience,https://cotherabio.com/,San Mateo,,,Drug Screening,,BPG,Unknown,2025-11-15,Drug Screening
Countable Labs,https://countablelabs.com/,Palo Alto,,,Identifying Rare Events in PCR Workflow,,BPG,Research,2025-11-15,Identifying Rare Events in PCR Workflow
Counterpoint Biomedica,https://counterpointbiomedica.com/,Santa Monica,,,Proprietary Tumor-Targeting Platforms and Precision Cancer Diagnostics,,BPG,Unknown,2025-11-15,Proprietary Tumor-Targeting Platforms and Precision Cancer Diagnostics
Create Biosciences,https://createbiosciences.com/,San Diego,,,Contract Work,,BPG,Unknown,2025-11-15,Contract Work
Credence MedSystems,https://www.credencemed.com/,Menlo Park,,,Prefilled safety syringe,,BPG,Unknown,2025-11-15,Prefilled safety syringe
Creyon Bio,https://creyon.com/,Carlsbad,,,Oligonucleotide-based Medicines,,BPG,Unknown,2025-11-15,Oligonucleotide-based Medicines
Crinetics Pharmaceuticals,https://crinetics.com/,San Diego,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
CrossBay Medical,https://crossbaymedicalinc.com/,San Diego,,,Tissue Sampling Technology,,BPG,Unknown,2025-11-15,Tissue Sampling Technology
Crown Bioscience,https://www.crownbio.com,San Diego,,,Drug Development,,BPG,Unknown,2025-11-15,Drug Development
Crystalys Therapeutics,https://crystalystx.com/,San Diego,,,"Oral, URAT1 inhibitor for gout",,BPG,Private,2025-11-15,"Oral, URAT1 inhibitor for gout"
Cubit Diagnostics,https://www.cubitdx.com/,Carlsbad,,,Immunoassay Platform,,BPG,Unknown,2025-11-15,Immunoassay Platform
